,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
1383,21 Jump Street,1970-01-01 00:00:00.000002012,7.2,"528,589","Action, Comedy, Crime",109.0,Film,R,-,Moderate,Moderate,Severe,Severe,Mild
1384,Star Wars: Episode VIII - The Last Jedi,1970-01-01 00:00:00.000002017,6.9,"590,531","Action, Adventure, Fantasy",152.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
1385,The Killing of a Sacred Deer,1970-01-01 00:00:00.000002017,7.0,"136,351","Drama, Horror, Mystery",121.0,Film,R,-,Moderate,Moderate,Mild,Mild,Severe
1386,Colony,1970-01-01 00:00:00.000002017,7.4,"33,588","Action, Adventure, Drama",42.0,Series,TV-14,36,Mild,Moderate,Moderate,No Rate,Moderate
1387,Lucy,1970-01-01 00:00:00.000002014,6.4,"468,355","Action, Sci-Fi, Thriller",89.0,Film,R,-,Mild,Severe,Mild,Moderate,Moderate
1388,Derry Girls,1970-01-01 00:00:00.000002014,8.4,"25,707",Comedy,30.0,Series,TV-MA,13,,,Moderate,Mild,
1390,Blood Red Sky,1970-01-01 00:00:00.000002021,6.1,"38,932","Action, Horror, Thriller",121.0,Film,TV-MA,-,,Severe,Severe,Mild,Severe
1391,You Belong to Me,1970-01-01 00:00:00.000002021,5.3,"3,539","Drama, Mystery, Thriller",105.0,Film,R,-,Mild,Moderate,Mild,Mild,Mild
1392,American Gangster,1970-01-01 00:00:00.000002007,7.8,"407,369","Biography, Crime, Drama",157.0,Film,R,-,Severe,Severe,Severe,Severe,Severe
1393,Dolittle,1970-01-01 00:00:00.000002020,5.6,"55,368","Adventure, Comedy, Family",101.0,Film,PG,-,,,,,Mild
1394,Dark Phoenix,1970-01-01 00:00:00.000002019,5.7,"170,773","Action, Adventure, Sci-Fi",113.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
1395,The Shape of Water,1970-01-01 00:00:00.000002017,7.3,"394,482","Adventure, Drama, Fantasy",123.0,Film,R,-,Severe,Severe,Moderate,Mild,Moderate
1396,Survivor,1970-01-01 00:00:00.000002017,7.3,"23,175","Adventure, Game-Show, Reality-TV",60.0,Series,TV-PG,609,Mild,Mild,Mild,Mild,Mild
1397,The Hunt for Red October,1970-01-01 00:00:00.000001990,7.6,"189,008","Action, Adventure, Thriller",135.0,Film,PG,-,,Mild,Mild,Mild,Mild
1398,The Monster Squad,1970-01-01 00:00:00.000001987,7.0,"30,822","Action, Comedy, Fantasy",79.0,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
1399,The Mindy Project,1970-01-01 00:00:00.000001987,7.4,"30,142",Comedy,30.0,Series,TV-14,117,Moderate,,Mild,Mild,No Rate
1400,Divergent,1970-01-01 00:00:00.000002014,6.6,"440,217","Action, Adventure, Mystery",139.0,Film,PG-13,-,Mild,Moderate,Mild,,Moderate
1401,L.A.'s Finest,1970-01-01 00:00:00.000002014,6.1,"6,383","Action, Comedy, Crime",60.0,Series,TV-14,26,Mild,Moderate,Moderate,Moderate,Moderate
1402,Unforgiven,1970-01-01 00:00:00.000001992,8.2,"392,997","Drama, Western",130.0,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
1403,Taskmaster,1970-01-01 00:00:00.000001992,9.0,"8,872","Comedy, Game-Show",60.0,Series,TV-14,117,Mild,,Moderate,,
1404,The Marksman,1970-01-01 00:00:00.000002021,5.6,"23,041","Action, Drama, Thriller",108.0,Film,PG-13,-,,Moderate,Moderate,Mild,Moderate
1405,Parenthood,1970-01-01 00:00:00.000002021,8.2,"32,833","Comedy, Drama",60.0,Series,TV-PG,103,Mild,Mild,Mild,Moderate,Mild
1406,Fighting with My Family,1970-01-01 00:00:00.000002019,7.1,"74,761","Biography, Comedy, Drama",108.0,Film,PG-13,-,Mild,Mild,Mild,Mild,
1407,Penny Dreadful,1970-01-01 00:00:00.000002019,8.2,"116,460","Drama, Fantasy, Horror",60.0,Series,TV-MA,27,Severe,Severe,Severe,Severe,Severe
1408,Planet of the Apes,1970-01-01 00:00:00.000002001,5.7,"214,997","Action, Adventure, Sci-Fi",119.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
1409,Army of Darkness,1970-01-01 00:00:00.000001992,7.5,"168,896","Comedy, Horror",81.0,Film,R,-,Mild,Moderate,Mild,,Mild
1410,Run,1970-01-01 00:00:00.000002020,6.7,"60,144","Mystery, Thriller",90.0,Film,PG-13,-,,Mild,Mild,Mild,Moderate
1411,World War Z,1970-01-01 00:00:00.000002013,7.0,"627,735","Action, Adventure, Horror",116.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
1412,Underworld,1970-01-01 00:00:00.000002003,7.0,"260,948","Action, Fantasy, Thriller",121.0,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1413,Spotlight,1970-01-01 00:00:00.000002015,8.1,"443,922","Biography, Crime, Drama",129.0,Film,R,-,Mild,Mild,Moderate,Mild,Moderate
1414,Bellbottom,1970-01-01 00:00:00.000002021,6.2,"18,108","Action, Thriller",123.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
1415,Baki,1970-01-01 00:00:00.000002021,6.7,"4,754","Animation, Action, Drama",45.0,Series,TV-MA,39,Moderate,Severe,Mild,Mild,Moderate
1416,Atlanta,1970-01-01 00:00:00.000002021,8.6,"58,326","Comedy, Drama, Music",30.0,Series,TV-MA,39,Mild,Moderate,Severe,Moderate,Mild
1417,The Blair Witch Project,1970-01-01 00:00:00.000001999,6.5,"244,656","Horror, Mystery",81.0,Film,R,-,,Mild,Severe,Mild,Severe
1418,Beckett,1970-01-01 00:00:00.000002021,5.6,"21,794","Action, Crime, Drama",110.0,Film,TV-MA,-,Mild,Moderate,Moderate,Mild,Mild
1419,One Punch Man: Wanpanman,1970-01-01 00:00:00.000002021,8.8,"133,779","Animation, Action, Comedy",24.0,Series,TV-PG,25,Mild,Moderate,Mild,Mild,Mild
1420,Iron Man Three,1970-01-01 00:00:00.000002013,7.1,"793,632","Action, Adventure, Sci-Fi",130.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1421,Do-ga-ni,1970-01-01 00:00:00.000002011,8.1,"13,284",Drama,125.0,Film,Not Rated,-,Severe,Severe,Mild,Mild,Severe
1422,Dave,1970-01-01 00:00:00.000002011,8.3,"15,304","Comedy, Music",30.0,Series,TV-MA,20,Moderate,Mild,Severe,Moderate,
1423,The Ranch,1970-01-01 00:00:00.000002011,7.5,"35,793","Comedy, Drama, Western",30.0,Series,TV-MA,80,Mild,,Severe,Moderate,
1424,Sweet Home Alabama,1970-01-01 00:00:00.000002002,6.2,"107,480","Comedy, Romance",108.0,Film,PG-13,-,,,Mild,Mild,Mild
1425,Natural Born Killers,1970-01-01 00:00:00.000001994,7.3,"225,207","Action, Crime, Drama",118.0,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
1426,Wild Things,1970-01-01 00:00:00.000001998,6.5,"114,853","Crime, Drama, Mystery",108.0,Film,R,-,Severe,Moderate,Severe,Moderate,Mild
1427,Castle Rock,1970-01-01 00:00:00.000001998,7.6,"41,820","Drama, Fantasy, Horror",60.0,Series,TV-MA,20,Moderate,Severe,Moderate,Mild,Severe
1428,Forbrydelsen,1970-01-01 00:00:00.000001998,8.4,"25,942","Crime, Drama, Mystery",57.0,Series,TV-MA,40,Mild,Moderate,Mild,Mild,Moderate
1429,JAG,1970-01-01 00:00:00.000001998,6.6,"17,409","Action, Crime, Drama",60.0,Series,TV-14,227,Mild,Moderate,Mild,Mild,Mild
1430,Shadowhunters: The Mortal Instruments,1970-01-01 00:00:00.000001998,6.6,"57,588","Action, Drama, Fantasy",42.0,Series,TV-14,55,Mild,Moderate,,Mild,Moderate
1431,Dirty John,1970-01-01 00:00:00.000001998,7.2,"19,007","Crime, Drama",44.0,Series,TV-14,16,Mild,Mild,Mild,Mild,Moderate
1432,The Terror,1970-01-01 00:00:00.000001998,7.9,"41,518","Adventure, Drama, History",60.0,Series,TV-14,20,Mild,Severe,Mild,Mild,Severe
1433,Fargo,1970-01-01 00:00:00.000001996,8.1,"644,973","Crime, Drama, Thriller",98.0,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
1434,"Love, Victor",1970-01-01 00:00:00.000001996,8.1,"12,263","Comedy, Drama, Romance",30.0,Series,TV-14,21,Mild,,Mild,Mild,
1435,The Help,1970-01-01 00:00:00.000002011,8.0,"440,341",Drama,146.0,Film,PG-13,-,,Mild,Mild,Mild,Mild
1436,Munich,1970-01-01 00:00:00.000002005,7.5,"219,774","Action, Drama, History",164.0,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1437,I Spit on Your Grave,1970-01-01 00:00:00.000002010,6.3,"80,557","Horror, Thriller",108.0,Film,R,-,Severe,Severe,Severe,Moderate,Severe
1438,Terminator: Dark Fate,1970-01-01 00:00:00.000002019,6.2,"163,583","Action, Adventure, Sci-Fi",128.0,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
1439,Alice in Wonderland,1970-01-01 00:00:00.000002010,6.4,"396,924","Adventure, Family, Fantasy",108.0,Film,PG,-,,Moderate,,Mild,Moderate
1441,All About Eve,1970-01-01 00:00:00.000001950,8.2,"126,291",Drama,138.0,Film,Passed,-,,,,Moderate,
1442,Things Heard & Seen,1970-01-01 00:00:00.000002021,5.3,"26,809","Drama, Horror, Mystery",121.0,Film,TV-MA,-,Mild,Moderate,Moderate,Mild,Moderate
1443,Paradise Hills,1970-01-01 00:00:00.000002019,5.4,"21,145","Fantasy, Sci-Fi, Thriller",95.0,Film,TV-14,-,Mild,Mild,Mild,Mild,Mild
1444,Martyrs,1970-01-01 00:00:00.000002008,7.1,"88,087",Horror,99.0,Film,R,-,Moderate,Severe,Mild,Mild,Severe
1445,Zootopia,1970-01-01 00:00:00.000002016,8.0,"460,226","Animation, Adventure, Comedy",108.0,Film,PG,-,,Mild,,Mild,Mild
1446,Ghost in the Shell,1970-01-01 00:00:00.000002017,6.3,"206,127","Action, Crime, Drama",107.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
1448,Midnight,1970-01-01 00:00:00.000002021,6.6,871,Thriller,103.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
1449,The Turning,1970-01-01 00:00:00.000002020,3.8,"11,947","Drama, Horror, Mystery",94.0,Film,PG-13,-,Mild,Moderate,Mild,,Moderate
1450,Baywatch,1970-01-01 00:00:00.000002017,5.5,"174,777","Action, Comedy, Crime",116.0,Film,R,-,Moderate,Moderate,Severe,Mild,Mild
1451,That Thing You Do!,1970-01-01 00:00:00.000001996,6.9,"65,575","Comedy, Drama, Music",108.0,Film,PG,-,Mild,,Mild,Mild,
1452,The L Word,1970-01-01 00:00:00.000001996,7.6,"25,328","Drama, Romance",50.0,Series,TV-MA,70,Severe,,Moderate,Moderate,Mild
1453,Under the Skin,1970-01-01 00:00:00.000002013,6.3,"136,184","Drama, Horror, Sci-Fi",108.0,Film,R,-,Severe,Moderate,Mild,Mild,Severe
1455,Blush,1970-01-01 00:00:00.000002021,7.7,767,"Animation, Short, Sci-Fi",11.0,Film,PG,-,,,,,Mild
1456,New Tricks,1970-01-01 00:00:00.000002021,7.8,"6,214","Comedy, Crime, Drama",60.0,Series,TV-14,107,No Rate,No Rate,No Rate,No Rate,No Rate
1457,Dallas,1970-01-01 00:00:00.000002021,7.0,"13,719","Drama, Romance",60.0,Series,TV-PG,356,No Rate,No Rate,No Rate,No Rate,No Rate
1458,The Devil Wears Prada,1970-01-01 00:00:00.000002006,6.9,"391,489","Comedy, Drama",109.0,Film,PG-13,-,Mild,,Mild,Mild,
1459,John Wick: Chapter 2,1970-01-01 00:00:00.000002017,7.5,"395,905","Action, Crime, Thriller",122.0,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1460,My Cousin Vinny,1970-01-01 00:00:00.000001992,7.6,"115,033","Comedy, Crime",120.0,Film,R,-,Mild,Mild,Moderate,Mild,
1461,For Your Eyes Only,1970-01-01 00:00:00.000001981,6.7,"96,673","Action, Adventure, Thriller",127.0,Film,PG,-,Mild,Moderate,,Mild,Mild
1462,Silver Linings Playbook,1970-01-01 00:00:00.000002012,7.7,"682,108","Comedy, Drama, Romance",122.0,Film,R,-,Mild,Mild,Severe,Mild,Mild
1463,Road Trip,1970-01-01 00:00:00.000002000,6.4,"163,615",Comedy,93.0,Film,R,-,Moderate,Mild,Moderate,Moderate,
1464,Point Break,1970-01-01 00:00:00.000001991,7.3,"169,670","Action, Crime, Thriller",122.0,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
1465,Roseanne,1970-01-01 00:00:00.000001991,7.0,"41,387","Comedy, Drama",21.0,Series,TV-PG,230,Mild,Mild,Mild,Mild,Mild
1466,The Untouchables,1970-01-01 00:00:00.000001987,7.9,"295,516","Crime, Drama, Thriller",119.0,Film,R,-,,Severe,Moderate,Mild,Moderate
1467,Crooked House,1970-01-01 00:00:00.000002017,6.3,"21,361","Crime, Drama, Mystery",115.0,Film,PG-13,-,,Mild,Mild,Moderate,Mild
1468,The Wizard of Oz,1970-01-01 00:00:00.000001939,8.0,"380,235","Adventure, Family, Fantasy",102.0,Film,G,-,,Mild,,,Mild
1469,Cinderella,1970-01-01 00:00:00.000002015,6.9,"169,105","Adventure, Drama, Family",105.0,Film,PG,-,,,,,Mild
1470,A Bridge Too Far,1970-01-01 00:00:00.000001977,7.4,"54,645","Drama, History, War",175.0,Film,PG,-,,Moderate,Moderate,Mild,Moderate
1471,The Mitchells vs the Machines,1970-01-01 00:00:00.000002021,7.7,"76,940","Animation, Adventure, Comedy",113.0,Film,PG,-,,Mild,,,Mild
1472,Blade,1970-01-01 00:00:00.000001998,7.1,"257,516","Action, Horror, Sci-Fi",120.0,Film,R,-,Mild,Severe,Severe,Moderate,Moderate
1473,The Final Girls,1970-01-01 00:00:00.000002015,6.6,"42,736","Comedy, Drama, Fantasy",91.0,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
1474,Casino Royale,1970-01-01 00:00:00.000001967,5.1,"28,917",Comedy,131.0,Film,Approved,-,Mild,Mild,Mild,Mild,
1475,Fear of Rain,1970-01-01 00:00:00.000002021,5.9,"5,536","Drama, Horror, Thriller",109.0,Film,PG-13,-,,Mild,Mild,Mild,Severe
1476,Kimi no na wa.,1970-01-01 00:00:00.000002016,8.4,"226,939","Animation, Drama, Fantasy",106.0,Film,TV-PG,-,Mild,,,Mild,Mild
1477,The House That Jack Built,1970-01-01 00:00:00.000002018,6.8,"66,537","Crime, Drama, Horror",152.0,Film,R,-,Moderate,Severe,Severe,Mild,Severe
1478,Coal Miner's Daughter,1970-01-01 00:00:00.000001980,7.5,"17,809","Biography, Drama, Music",124.0,Film,PG,-,Mild,Mild,Moderate,Mild,Moderate
1479,Just Mercy,1970-01-01 00:00:00.000002019,7.6,"57,183","Biography, Crime, Drama",137.0,Film,PG-13,-,,Mild,Mild,Mild,Moderate
1480,Scream 3,1970-01-01 00:00:00.000002000,5.6,"129,243","Horror, Mystery",116.0,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1481,Eiffel,1970-01-01 00:00:00.000002021,6.4,325,"Biography, Drama, History",108.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
1482,Verdens verste menneske,1970-01-01 00:00:00.000002021,8.2,"1,023","Comedy, Drama",127.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
1483,Ocean's Eleven,1970-01-01 00:00:00.000002001,7.7,"540,659","Crime, Thriller",116.0,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
1484,Major Dad,1970-01-01 00:00:00.000002001,6.4,"2,443","Comedy, Family",30.0,Series,,96,No Rate,No Rate,No Rate,No Rate,No Rate
1485,Bad Boys,1970-01-01 00:00:00.000001995,6.9,"251,286","Action, Comedy, Crime",119.0,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
1486,The Ritual,1970-01-01 00:00:00.000002017,6.3,"87,392","Horror, Mystery, Thriller",94.0,Film,TV-MA,-,Mild,Severe,Severe,Mild,Severe
1487,Ratatouille,1970-01-01 00:00:00.000002007,8.0,"671,712","Animation, Adventure, Comedy",111.0,Film,G,-,,Mild,,Mild,Mild
1488,Inspector Morse,1970-01-01 00:00:00.000002007,8.2,"11,095","Crime, Drama, Mystery",100.0,Series,TV-14,33,Moderate,Severe,Mild,Mild,Moderate
1489,Underwater,1970-01-01 00:00:00.000002020,5.8,"72,580","Adventure, Horror, Sci-Fi",95.0,Film,PG-13,-,,Moderate,Mild,,Moderate
1490,La vita è bella,1970-01-01 00:00:00.000001997,8.6,"654,219","Comedy, Drama, Romance",116.0,Film,PG-13,-,,Mild,,Mild,Moderate
1491,Van Helsing,1970-01-01 00:00:00.000001997,6.2,"20,576","Action, Drama, Fantasy",43.0,Series,TV-14,65,Mild,Severe,Moderate,Mild,Severe
1492,Bud Abbott Lou Costello Meet Frankenstein,1970-01-01 00:00:00.000001948,7.4,"16,974","Comedy, Family, Fantasy",83.0,Film,Not Rated,-,,Mild,,Mild,Mild
1493,"Monsters, Inc.",1970-01-01 00:00:00.000002001,8.1,"853,277","Animation, Adventure, Comedy",92.0,Film,G,-,,Mild,,,Mild
1494,Back to Life,1970-01-01 00:00:00.000002001,7.5,"4,249","Comedy, Drama",30.0,Series,TV-MA,12,Moderate,Moderate,Severe,Mild,Mild
1495,Falling for Figaro,1970-01-01 00:00:00.000002020,6.1,263,"Comedy, Romance",104.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
1496,Sonic the Hedgehog,1970-01-01 00:00:00.000002020,6.5,"106,840","Action, Adventure, Comedy",99.0,Film,PG,-,,Mild,Mild,Mild,Mild
1497,Scouts Guide to the Zombie Apocalypse,1970-01-01 00:00:00.000002015,6.3,"48,670","Action, Comedy, Horror",93.0,Film,R,-,Severe,Severe,Severe,Mild,Moderate
1498,Fast Times at Ridgemont High,1970-01-01 00:00:00.000001982,7.2,"100,284","Comedy, Drama",90.0,Film,R,-,Severe,Mild,Moderate,Moderate,
1499,C'mon C'mon,1970-01-01 00:00:00.000002021,8.0,229,Drama,108.0,Film,R,-,No Rate,No Rate,Severe,No Rate,Severe
1500,The Karate Kid,1970-01-01 00:00:00.000001984,7.3,"208,969","Action, Drama, Family",126.0,Film,PG,-,,Mild,Mild,Mild,Mild
1501,Commando,1970-01-01 00:00:00.000001985,6.7,"153,193","Action, Adventure, Thriller",90.0,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1502,Evil Dead,1970-01-01 00:00:00.000002013,6.5,"163,319",Horror,91.0,Film,R,-,Mild,Severe,Severe,Mild,Severe
1503,Amphibia,1970-01-01 00:00:00.000002013,8.1,"3,342","Animation, Action, Adventure",23.0,Series,TV-Y7,45,,Mild,,,Mild
1504,The Perks of Being a Wallflower,1970-01-01 00:00:00.000002012,7.9,"482,833","Drama, Romance",103.0,Film,PG-13,-,Mild,Mild,Moderate,Moderate,Moderate
1505,The Man from U.N.C.L.E.,1970-01-01 00:00:00.000002015,7.3,"291,228","Action, Adventure, Comedy",116.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
1506,Room,1970-01-01 00:00:00.000002015,8.1,"394,244","Drama, Thriller",118.0,Film,R,-,Mild,Mild,Moderate,Mild,Moderate
1507,District 9,1970-01-01 00:00:00.000002009,7.9,"656,442","Action, Sci-Fi, Thriller",112.0,Film,R,-,Mild,Severe,Severe,Mild,Severe
1508,Degrassi: The Next Generation,1970-01-01 00:00:00.000002009,7.4,"12,723","Drama, Romance",30.0,Series,TV-PG,385,Mild,Moderate,Mild,Moderate,Moderate
1509,"Magnum, P.I.",1970-01-01 00:00:00.000002009,7.5,"23,800","Action, Adventure, Crime",48.0,Series,TV-PG,158,Mild,Moderate,Mild,Mild,Mild
1510,Kingdom of Heaven,1970-01-01 00:00:00.000002005,7.2,"276,066","Action, Adventure, Drama",144.0,Film,R,-,Mild,Severe,Mild,Mild,Moderate
1511,Cosmic Sin,1970-01-01 00:00:00.000002021,2.5,"10,329","Action, Adventure, Sci-Fi",88.0,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
1512,G.I. Joe: The Rise of Cobra,1970-01-01 00:00:00.000002009,5.8,"204,827","Action, Adventure, Sci-Fi",118.0,Film,PG-13,-,,Moderate,Mild,Mild,Mild
1513,Event Horizon,1970-01-01 00:00:00.000001997,6.7,"168,940","Horror, Sci-Fi, Thriller",96.0,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1514,Hunters,1970-01-01 00:00:00.000001997,7.2,"35,064","Crime, Drama, Mystery",60.0,Series,TV-MA,20,Moderate,Severe,Severe,Mild,Severe
1515,Friday the 13th Part 2,1970-01-01 00:00:00.000001981,6.1,"63,824","Horror, Mystery, Thriller",87.0,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1516,For Life,1970-01-01 00:00:00.000001981,7.7,"5,719","Biography, Crime, Drama",43.0,Series,TV-14,23,Mild,Mild,Severe,Mild,Mild
1517,The Girlfriend Experience,1970-01-01 00:00:00.000001981,7.0,"10,068",Drama,27.0,Series,TV-MA,37,Severe,Moderate,Moderate,Mild,
1518,Identity,1970-01-01 00:00:00.000002003,7.3,"235,927","Mystery, Thriller",90.0,Film,R,-,,Severe,Moderate,,Moderate
1519,Warrior,1970-01-01 00:00:00.000002011,8.1,"451,014","Action, Drama, Sport",140.0,Film,PG-13,-,,Moderate,Mild,Mild,Mild
1520,Sleepers,1970-01-01 00:00:00.000001996,7.6,"208,408","Crime, Drama, Thriller",147.0,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
1521,The Brokenwood Mysteries,1970-01-01 00:00:00.000001996,7.9,"3,529","Crime, Drama, Mystery",90.0,Series,Not Rated,30,Mild,Mild,Mild,Mild,Mild
1522,Superbad,1970-01-01 00:00:00.000002007,7.6,"544,593",Comedy,113.0,Film,R,-,Moderate,Mild,Severe,Severe,
1523,The Lion King,1970-01-01 00:00:00.000002019,6.8,"227,258","Animation, Adventure, Drama",118.0,Film,PG,-,,Mild,,,Moderate
1524,The Nice Guys,1970-01-01 00:00:00.000002016,7.4,"301,176","Action, Comedy, Crime",116.0,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
1525,War Dogs,1970-01-01 00:00:00.000002016,7.1,"195,267","Biography, Comedy, Crime",114.0,Film,R,-,Mild,Moderate,Severe,Severe,Mild
1526,Booksmart,1970-01-01 00:00:00.000002019,7.2,"107,068",Comedy,102.0,Film,R,-,Moderate,,Severe,Moderate,
1527,Mystic River,1970-01-01 00:00:00.000002003,7.9,"438,092","Crime, Drama, Mystery",138.0,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
1529,Zero Dark Thirty,1970-01-01 00:00:00.000002012,7.4,"286,004","Drama, History, Thriller",157.0,Film,R,-,Mild,Severe,Severe,Mild,Severe
1531,The Croods: A New Age,1970-01-01 00:00:00.000002020,7.0,"33,732","Animation, Adventure, Comedy",95.0,Film,PG,-,,Mild,,,Mild
1532,Cherry,1970-01-01 00:00:00.000002021,6.6,"26,446","Crime, Drama",142.0,Film,R,-,Moderate,Severe,Severe,Severe,Severe
1533,Snowfall,1970-01-01 00:00:00.000002021,8.2,"14,115","Crime, Drama",44.0,Series,TV-MA,51,Severe,Severe,Severe,Severe,Severe
1534,Full House,1970-01-01 00:00:00.000002021,6.7,"55,148","Comedy, Drama, Family",22.0,Series,TV-G,193,Mild,,,Mild,
1535,Nymphomaniac: Vol. I,1970-01-01 00:00:00.000002013,6.9,"119,998",Drama,117.0,Film,Not Rated,-,Severe,Moderate,Severe,,Severe
1536,Crash,1970-01-01 00:00:00.000001996,6.4,"56,469",Drama,100.0,Film,NC-17,-,Severe,Severe,Severe,Mild,Severe
1537,A Series of Unfortunate Events,1970-01-01 00:00:00.000001996,7.8,"56,859","Adventure, Comedy, Drama",50.0,Series,TV-PG,25,,Mild,Mild,Mild,Moderate
1538,Midnight in the Switchgrass,1970-01-01 00:00:00.000002021,4.4,"3,858","Action, Crime, Thriller",99.0,Film,R,-,Moderate,Mild,Severe,Moderate,Severe
1539,Prey,1970-01-01 00:00:00.000002021,4.2,"5,584","Adventure, Drama, Thriller",87.0,Film,TV-MA,-,Mild,Moderate,Moderate,No Rate,No Rate
1540,Tata muta muntii,1970-01-01 00:00:00.000002021,5.5,"2,584","Drama, Thriller",108.0,Film,TV-MA,-,,,,,Mild
1541,Locke,1970-01-01 00:00:00.000002013,7.1,"143,172",Drama,85.0,Film,R,-,,,Severe,Mild,Mild
1542,The Maze Runner,1970-01-01 00:00:00.000002014,6.8,"438,613","Action, Mystery, Sci-Fi",113.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
1543,Captain America: The Winter Soldier,1970-01-01 00:00:00.000002014,7.7,"780,201","Action, Adventure, Sci-Fi",136.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
1544,Batman: The Animated Series,1970-01-01 00:00:00.000002014,9.0,"93,916","Animation, Action, Adventure",23.0,Series,TV-PG,85,Mild,Moderate,Mild,Mild,Moderate
1545,Ocean's Eight,1970-01-01 00:00:00.000002018,6.3,"202,147","Action, Comedy, Crime",110.0,Film,PG-13,-,Mild,,Mild,Mild,
1546,Chaos,1970-01-01 00:00:00.000002005,6.5,"53,516","Action, Crime, Drama",106.0,Film,R,-,Mild,Severe,Severe,Mild,Moderate
1547,Napoleon Dynamite,1970-01-01 00:00:00.000002004,6.9,"207,155",Comedy,96.0,Film,PG,-,Mild,Mild,,,
1548,Tinker Tailor Soldier Spy,1970-01-01 00:00:00.000002011,7.1,"194,386","Drama, Mystery, Thriller",122.0,Film,R,-,Moderate,Severe,Moderate,Mild,Mild
1549,Fifty Shades Freed,1970-01-01 00:00:00.000002018,4.5,"60,589","Drama, Romance, Thriller",105.0,Film,R,-,Severe,Moderate,Moderate,Mild,Mild
1550,The Hardy Boys,1970-01-01 00:00:00.000002018,7.1,"1,667","Adventure, Drama, Family",45.0,Series,TV-PG,23,,Mild,,,Mild
1551,Tremors,1970-01-01 00:00:00.000001990,7.1,"129,279","Comedy, Horror",96.0,Film,PG-13,-,,Moderate,Moderate,Mild,Moderate
1552,Time,1970-01-01 00:00:00.000001990,8.3,"14,288","Crime, Drama",59.0,Series,,3,No Rate,No Rate,No Rate,No Rate,No Rate
1553,Dirilis: Ertugrul,1970-01-01 00:00:00.000001990,8.0,"32,886","Action, Adventure, Drama",120.0,Series,TV-14,179,,Moderate,,,Mild
1555,Only Fools and Horses....,1970-01-01 00:00:00.000002022,8.9,"48,563",Comedy,95.0,Series,TV-PG,64,Mild,,Mild,Mild,
